Neighbourhood Name,NeighbourhoodNumber,Number,income2019,Population,Distress Calls,DCoverPopulation,PopPe,ARHr2022,CrimeRate,Common Language,NonIm,Im,1atotalPop,1a0to4,1a5to9,1a10to14,1a15to19,1a20to24,1a25to29,1a30to34,1a35to39,1a40to44,1a45to49,1a50to54,1a55to59,1a60to64,1a65to69,1a70to74,1a75to79,1a80to84,1a85to89,1a90to94,1a95to99,1a100to,2averageAge,2averageAgeM,4avgIncome,4tax,4market,4employment,4gov,4ei,4covid,4avgIncomeM,4taxM,4marketM,4employmentM,4govM,4eiM,4covidM,8owner,8renter,11a,11aM,12a,12aM,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,OVERDOSE_2014,OVERDOSE_2015,OVERDOSE_2016,OVERDOSE_2017,OVERDOSE_2018,OVERDOSE_2019,OVERDOSE_2020,OVERDOSE_2021,OVERDOSE_2022,OVERDOSE_2023,SUICIDE_2014,SUICIDE_2015,SUICIDE_2016,SUICIDE_2017,SUICIDE_2018,SUICIDE_2019,SUICIDE_2020,SUICIDE_2021,SUICIDE_2022,SUICIDE_2023,CRISIS_2014,CRISIS_2015,CRISIS_2016,CRISIS_2017,CRISIS_2018,CRISIS_2019,CRISIS_2020,CRISIS_2021,CRISIS_2022,CRISIS_2023,POPULATION_2014,POPULATION_2015,POPULATION_2016,POPULATION_2017,POPULATION_2018,POPULATION_2019,POPULATION_2020,POPULATION_2021,POPULATION_2022,POPULATION_2023
Eringate-Centennial-West Deane,011,11,43600,18450,880,0.047696477,1.012127176,354.8287566,1.181990443,Ukrainian,0.55799458,0.44200542,18445,800,835,1005,1000,1160,980,965,1150,985,1165,1390,1580,1445,1085,975,640,630,435,190,30,0,44.6,46.4,57000,47240,52250,54150,10550,6810,9160,44400,40000,38800,43600,8700,6000,8000,0.838568298,0.161431702,950000,990000,1544,1450,286.2645,335.061,320.6982,302.5561,175.3391,225.329,215.186,201.0517,293.1194,460.1697388,145.7347,125.6479,157.7204,151.278,139.2399,209.9657,261.2973,340.2413,340.2413,613.5596924,26.02405,10.47066,21.02939,20.86594,10.31406,15.36334,20.4939,0,0,10.22599411,202.9876,146.5892,147.2057,93.89671,170.182,102.4223,61.48171,72.17239,92.56403,158.5029144,0,0,0,0,10.31406,5.121114,0,0,0,0,67.66252,68.34551,93.89671,46.41328,56.33226,102.4695,20.62068,61.70935,78.52992,66.46896362,0,20.94131,15.77204,5.216484,15.4711,10.24223,20.4939,5.15517,5.142446,0,369.5414,240.8251,220.8086,151.278,216.5953,184.3601,189.5686,175.2758,365.1136,230.0848694,31.22886,20.94131,21.02939,10.43297,20.62813,20.48446,15.37043,10.31034,15.42734,15.33899212,36.4336631,41.88262558,31.5440834,20.86593733,5.157031788,46.0900279,61.48171126,92.79307156,20.56978353,35.79097968,130.1202254,99.47123574,126.1763336,193.0099203,170.182049,199.7234542,215.1859894,170.1206312,138.8460388,153.3899129,322.6981589,261.7664098,247.0953199,229.5253106,237.2234623,261.1768248,307.4085563,201.051655,287.9769694,337.4578085,19213,19101,19021,19170,19391,19527,19518,19398,19446,19558
Markland Wood,012,12,45600,10365,536,0.051712494,1.002613508,418.9554045,1.390938092,Serbian,0.614085866,0.386396527,10360,345,385,585,570,535,525,440,535,535,620,780,870,875,725,660,450,415,280,180,40,10,47.5,50.8,71900,55800,67600,70400,10770,5870,9240,46800,42800,42000,44000,9800,5560,8000,0.734597156,0.265402844,1007000,900000,1556,1480,214.6924,112.202,242.8999,213.9137,221.4839,128.7593,387.2395,232.7313,316.5441,418.9554138,74.67563,140.2525,121.4499,83.70536,175.3415,82.77384,267.3797,204.8036,204.8036,465.506012,298.7025,56.10098,9.342302,27.90178,46.14249,82.77384,9.219989,9.309254,9.309254,9.310119629,485.3916,177.6531,177.5037,120.9077,230.7124,229.9273,110.6399,83.78328,111.7214,139.6517944,0,0,0,0,0,0,0,0,0,0,84.01008,93.42302,93.00595,36.91399,119.5622,156.7398,74.47403,102.4113,28.05049,37.24047852,0,0,0,0,9.228498,9.197094,0,0,0,0,541.3983,355.3062,411.0613,288.3185,203.0269,165.5477,147.5198,214.1128,539.9869,214.1327667,28.00336,18.70033,18.6846,9.300595,18.457,27.59128,64.53992,0,27.93036,9.310119629,130.6823478,121.5521291,37.36920871,0,46.14248913,55.18256053,46.09994435,74.47402832,9.3101205,46.55060153,177.3546149,130.9022929,130.7922305,167.4107188,193.7984543,275.9128026,341.1395882,269.9683527,232.7530125,186.2024061,158.6857081,121.5521291,214.8729501,241.8154828,249.1694413,165.5476816,350.359577,297.8961133,297.923856,232.7530077,10713,10695,10704,10752,10836,10873,10846,10742,10741,10741
Etobicoke West Mall,013,13,35600,11865,681,0.057395702,1.087284372,454.4005102,0.940917144,Spanish,0.451748841,0.548251159,11870,630,620,530,645,640,935,1065,930,775,675,815,865,825,620,480,310,270,150,70,20,0,41,39.6,48240,41360,43160,44640,11180,6540,9950,39200,35600,31800,36400,9500,5480,9500,0.559196617,0.440803383,740000,600000,1530,1500,390.0494,505.6998,388.9734,441.6667,368.8524,420.5759,506.7975,385.6661,414.5408,519.1536255,95.34541,119.9966,126.8392,75,73.77049,97.05597,80.44405,128.5554,128.5554,487.6897583,86.67764,17.14237,8.455944,16.66667,16.39344,24.26399,16.08881,32.13884,32.13884,23.59789276,225.3619,214.2796,118.3832,66.66666,131.1475,64.70398,112.6217,96.41652,167.4107,94.39157104,8.667764584,0,8,0,0,16.17599,8.044405,0,0,0,130.0165,33.82378,33.33333,49.18033,80.87997,72.39964,16.06942,39.8597,42.85592,7.865963936,8.667765,17.14237,8.455944,8.333333,24.59016,32.35199,48.26643,0,7.971939,15.73192787,208.0264,214.2796,160.6629,125,188.5246,153.672,233.2878,144.6248,191.3265,385.4322205,0,25.71355,0,33.33333,24.59016,48.52798,56.31084,24.10413,39.8597,39.32981873,69.34211698,59.99828481,25.36783368,99.9999977,65.57376844,40.43998718,40.22202507,88.38180924,31.887754,47.19578414,112.6809401,94.28301898,152.2070021,249.9999942,229.5081896,234.5519257,297.6429855,361.5619469,207.270401,283.1747048,338.0428203,222.8507721,312.8699487,324.9999925,180.3278632,291.1679077,201.1101254,369.5966568,326.8494785,464.0918773,11537,11667,11826,12000,12200,12364,12431,12446,12544,12713
Kingsway South,015,15,76000,8855,457,0.05160926,1.07409775,287.4417683,0.786242218,Polish,0.771315641,0.229813665,8845,290,545,595,580,495,295,290,410,585,635,695,735,635,625,545,370,250,185,55,30,0,44.7,48,153000,102400,151800,151000,7920,7500,8060,74500,61600,69500,68000,4160,6000,8000,0.814121037,0.185878963,2044000,2000000,2410,2440,244.8632,351.9625,287.8158,209.7095,319.0285,293.7304,110.4307,300.541,208.1475,633.713562,191.6321,170.6485,95.9386,220.195,102.9124,293.7304,170.6656,350.6311,350.6311,857.9506836,127.7547,170.6485,149.2378,83.88382,72.0387,70.90044,120.4698,60.1082,60.1082,87.74495697,255.5094,245.3072,287.8158,325.0498,185.2424,253.2158,210.8222,90.16229,128.8532,536.2191772,0,0,0,0,0,0,0,0,0,0,95.81603,106.5984,157.2822,164.6599,131.6722,40.15661,140.2525,79.29428,181.314,77.99551392,0,0,0,10.48548,0,0,0,0,0,,255.5094,362.628,202.537,293.5934,277.8635,232.9586,140.5481,170.3065,237.8828,126.7427139,31.93868,31.99659,21.31969,62.91286,41.16497,40.51453,30.11746,30.0541,39.64714,58.49663544,42.58490256,31.99658758,31.97953288,52.42738725,30.87372614,0,30.11745799,40.07213135,9.91178531,38.99775766,180.9858359,106.6552919,234.5165744,241.1659814,185.2423568,192.4440402,301.1745799,240.4327881,287.441774,224.2371066,202.2782871,223.9761131,351.7748617,220.1950265,267.5722932,212.7013076,431.6835645,170.3065582,317.1771299,360.7292584,9393,9376,9381,9537,9717,9873,9961,9982,10089,10257
Stonegate-Queensway,016,16,46800,25650,1342,0.052319688,1.035312639,418.8047087,0.960983,Ukrainian,0.627752875,0.372247125,25660,1345,1455,1425,1225,1260,1320,1530,1825,1965,1940,1890,1995,1835,1480,1190,695,595,425,195,60,10,42.5,43.6,78900,59250,76700,77500,9760,7040,9820,48400,43200,45200,47600,7350,5480,10000,0.628150262,0.371849738,1438000,1300000,1470,1280,371.0938,285.7367,316.3939,406.111,335.801,344.0844,411.5382,310.818,392.3936,512.571106,152.3438,125.2544,54.68536,135.3703,129.7413,136.1213,185.0034,265.3324,265.3324,553.7264404,39.0625,78.28401,46.87317,30.94179,45.79104,41.59262,49.08253,18.95232,18.95232,26.18976402,273.4375,176.139,191.3988,193.3862,148.8209,241.9934,132.1453,113.7139,166.0127,377.8808594,0,0,0,0,0,0,0,3.790463,0,7.482789516,89.84375,62.49756,100.5608,103.0298,90.74754,75.51159,72.0188,26.41111,58.71301,67.34510803,11.71875,7.828402,0,0,3.81592,7.562294,0,0,0,3.741394758,371.0938,238.7663,203.1171,224.328,301.4577,276.0237,370.0068,223.6373,358.4365,258.15625,31.25,31.31361,15.62439,23.20634,30.52736,15.12459,18.8779,26.53324,33.95714,41.1553421,46.875,46.97041049,27.34268189,34.80951363,41.97512055,45.37376454,45.30695532,53.06648664,60.36824857,22.44836961,195.3125,219.1952489,144.5256043,170.1798444,190.7960025,162.5893229,147.2476048,128.8757533,275.4301341,168.362772,308.59375,230.9378516,316.3938904,255.2697667,305.273604,245.7745579,290.71963,307.0275299,290.5221962,303.0529897,25600,25548,25601,25855,26206,26447,26486,26382,26504,26728
New Toronto,018,18,34400,11345,1615,0.14235346,1.053997516,1479.094365,1.543499492,Polish,0.593653592,0.406346408,11330,590,550,510,435,745,905,945,920,800,795,795,795,740,640,490,275,250,115,25,10,0,41.1,40.4,52450,43520,50440,52250,11290,7020,10100,37600,34800,34400,39200,9600,6000,10000,0.438862559,0.561137441,1006000,950000,1173,1120,748.9984,892.0066,840.8408,857.6766,879.397,895.6709,720.3179,962.6556,1346.885,1376.485107,78.38356,112.5834,85.80009,101.9022,100.5025,190.7447,165.5903,124.4813,124.4813,311.3478088,60.96499,103.9231,51.48005,76.42663,293.1323,74.63924,132.4723,74.6888,74.6888,73.74027252,209.0228,363.7308,360.3604,220.788,175.8794,207.3312,339.4602,149.3776,198.3143,311.3478088,0,0,9,0,16.75042,0,0,0,0,0,165.4764,163.0202,195.3125,167.5042,140.9852,91.07468,116.1826,132.2095,181.8654,131.093811,8.709284,8.660258,8.580009,25.47554,8.37521,16.5865,33.11806,24.89627,0,8.19336319,174.1857,372.3911,274.5603,186.8206,309.8828,348.3165,331.1807,199.1701,165.2619,294.9610901,17.41857,43.30129,42.90004,8.491848,8.37521,16.5865,41.39758,41.49377,57.84168,40.96681595,69.67427099,112.5833562,85.8000837,152.8532618,184.2546038,265.3839699,173.8698457,182.5726097,206.5774181,131.0938197,418.0456259,311.7692942,360.3603516,518.0027206,611.3902763,588.8206832,645.802284,448.1327693,842.8358658,925.8501017,574.8127356,588.8975558,746.4607282,484.0353291,678.3919504,613.7004304,861.0697119,547.7178292,718.889415,852.1098281,11482,11547,11655,11776,11940,12058,12078,12050,12102,12205
Long Branch,019,19,43600,11360,1124,0.098943662,1.119400121,843.9185662,1.073249111,Polish,0.617957746,0.382042254,11365,610,545,440,440,545,920,1150,1085,855,715,735,825,840,620,450,275,150,95,60,10,0,40.9,39.6,61500,48680,58300,59700,10130,7160,10110,46000,41200,43200,46000,8100,5960,10000,0.503780718,0.496219282,1088000,1000000,1452,1280,623.2957,649.7915,577.3672,612.4564,524.0897,531.4358,622.6096,838.8521,783.0172,827.5148926,87.65096,145.4757,125.0962,131.9137,101.1401,99.08125,213.4662,362.0309,362.0309,318.9380188,116.8679,96.9838,96.22787,160.1809,321.8095,99.08125,71.15539,97.13024,97.13024,137.9191437,233.7359,320.0465,269.438,254.405,358.5877,261.2142,302.4104,132.4503,287.1063,232.7385559,0,0,0,0,0,0,0,8.830022,0,0,136.3459,57.73672,131.9137,91.94557,270.2216,142.3108,8.830022,60.90134,135.7773,60.33962631,0,0,0,28.26722,0,0,0,26.49007,0,0,438.2548,504.3158,182.8329,395.7411,147.1129,396.325,373.5658,344.3708,391.5086,163.7789917,19.47799,38.79352,0,28.26722,27.58367,9.007386,35.57769,26.49007,43.50096,17.23989296,97.38994598,106.6821872,105.850651,94.22406475,119.5292348,99.08124917,151.2051932,132.4503334,87.00191243,51.71968079,243.474865,252.157897,317.5519531,329.7842266,340.1985913,432.3545418,364.6713483,467.9911782,461.1101359,629.2561162,282.4308434,242.4595164,606.2355469,650.1460468,726.3699652,630.5170402,764.9203892,529.8013338,739.5162557,586.1563823,10268,10311,10392,10613,10876,11102,11243,11325,11494,11601
Alderwood,020,20,44800,12595,592,0.047002779,1.073422657,398.3764281,1.194255156,Polish,0.643509329,0.356093688,12590,720,715,600,475,635,665,865,990,970,895,920,940,930,655,575,335,345,225,110,25,0,42.7,43.2,60200,49080,55900,60400,10270,7320,9560,45200,40800,40400,47600,8500,6000,9000,0.767223382,0.232776618,1130000,1000000,1660,1450,355.0105,379.8901,314.7954,166.9316,233.6995,275.9467,281.5829,205.2451,323.2111,325.8535156,72.61578,145.4898,137.2185,127.186,194.7496,114.9778,213.0898,235.6518,235.6518,355.4765625,40.3421,16.16553,24.21503,31.7965,70.10984,38.32592,60.8828,0,0,14.81152344,145.2316,226.3175,209.8636,182.8299,179.1696,199.2948,327.2451,129.2284,308.178,148.1152344,8.068420203,0,0,0,0,0,0,0,22.54961,0,64.54736,80.71677,47.69475,62.31986,38.32592,91.3242,15.20334,52.61575,48.4966,59.24609375,8.06842,0,0,0,0,7.665184,0,0,7.516536,0,298.5316,363.7245,363.2254,135.1351,155.7996,413.92,357.6865,357.2786,278.1118,118.4921875,56.47894,24.2483,80.71677,55.64388,54.52987,53.65629,38.05175,30.40669,60.13229,59.24609375,88.7526245,32.33107027,64.5734112,63.59300594,46.73989258,38.32592435,76.10349914,83.61839351,52.61575389,51.84033203,145.2315674,96.99321082,145.2901752,127.1860119,171.3796061,245.2859158,410.9588953,205.2451477,195.429943,281.4189453,217.847351,145.4898162,145.2901752,111.2877604,140.2196777,130.3081428,304.4139965,273.6601969,263.0787694,348.0708008,12394,12372,12389,12580,12837,13046,13140,13155,13304,13503
Humber Summit,021,21,28200,12185,658,0.054000821,1.027475905,1185.979755,1.495695773,Italian,0.397620025,0.602790316,12175,525,600,710,760,925,970,770,730,740,650,795,980,615,575,505,500,415,265,115,30,0,42,40.8,38400,34080,32320,35440,12800,6240,9730,31200,29800,21400,28600,12500,5480,9000,0.718829517,0.281170483,834000,850000,1440,1360,589.8789,709.9391,924.0407,891.1274,833.5883,855.6717,695.9679,766.3126,959.3594,1229.050293,535.548,319.8627,493.3438,643.1616,825.9407,1014.69,832.1356,1009.105,1009.105,975.7914429,54.33095,23.40459,46.98512,23.2468,15.2952,53.00621,7.564869,15.17451,15.17451,29.79515839,419.1245,343.2673,321.065,309.9574,428.2655,446.7666,189.1217,311.0774,415.4706,670.3910522,0,8,0,15,7.647599,22.71695,0,7.587254,0,14.89757919,170.7544,180.1096,209.2212,237.0756,212.0248,196.6866,106.2215,226.6203,171.6336,186.2197418,7.761565,46.80917,125.2937,69.74041,38.238,68.15084,37.82434,30.34901,52.87808,44.69273758,551.0711,483.6948,524.6672,650.9105,619.4555,514.9175,695.9679,652.5038,536.3348,655.4934692,116.4235,124.8245,140.9554,147.2298,114.714,166.5909,158.8622,220.0303,173.7423,312.8491516,23.28469367,31.20611708,15.66170696,69.74040846,22.94279606,30.28926343,7.564868429,37.93626842,30.21604523,22.34636896,162.9928557,156.0305854,101.8010952,371.9488451,137.6567764,257.4587392,189.1217107,106.2215516,151.0802261,216.0149,256.1316304,335.4657586,454.1895017,286.7105681,344.1419409,302.8926343,347.9839478,250.3793716,249.2823731,357.5419034,12884,12818,12770,12905,13076,13206,13219,13180,13238,13425
Humbermede,022,22,29000,16955,880,0.051902094,1.017915427,931.4140559,1.004039722,Spanish,0.359186081,0.640519021,16950,990,945,1090,1060,1295,1255,1240,1200,1220,980,1215,1045,1010,695,665,405,325,225,80,10,0,38.8,37.6,38280,34240,32800,34760,12640,6670,9770,32400,30600,25400,29200,11100,5720,9000,0.459030837,0.540969163,791000,800000,1342,1280,720.3103,837.8848,711.5217,976.4539,732.7797,1017.195,574.261,813.7982,719.7291,959.6813354,221.6339,211.0228,293.3466,358.4451,348.0703,423.8315,459.4088,370.4604,370.4604,736.3592529,12.313,31.03277,18.72425,18.54026,12.21299,6.054735,24.17941,12.14624,12.14624,12.07146263,215.4774,217.2294,149.794,129.7818,268.6859,375.3936,205.525,182.1936,211.685,175.0362091,0,0,6,6,0,0,0,0,0,0,209.3209,174.7597,216.3031,183.1949,163.4778,84.62794,109.3162,211.685,167.577,84.50024414,12.313,49.65243,18.72425,37.08053,30.53249,24.21894,36.26912,24.29248,12.09629,12.07146263,227.7904,192.4032,193.484,142.142,293.1119,254.2989,356.6463,273.2904,223.7813,458.7156067,6.156498,55.85899,6.241418,43.26061,61.06497,48.43788,72.53823,78.95056,54.43329,66.39304352,6.156498314,12.41310854,31.20709068,30.90043853,36.63898316,42.38314313,36.26911492,42.51184401,18.14443021,24.14292668,123.1299663,161.3704111,156.0354534,129.7818418,183.1949158,351.1746145,272.0183619,218.6323406,211.6850191,229.3578034,246.2599325,322.7408221,368.24367,284.2840344,268.6858765,375.3935534,302.2426244,406.8990784,241.9257361,265.5721934,16243,16112,16022,16181,16376,16516,16543,16466,16534,16568
Pelmo Park-Humberlea,023,23,37600,11290,551,0.048804252,1.17776897,773.1742163,1.181498455,Italian,0.505314438,0.495128432,11300,565,535,590,630,730,775,835,825,835,670,880,895,760,530,420,305,255,165,85,15,0,41.2,40.8,49000,41720,44160,47240,10720,6120,9660,39600,35200,34400,40400,8500,5600,9000,0.813537676,0.186462324,922000,900000,1620,1510,593.883,466.5778,568.4423,485.5242,650.7211,673.9243,470.4876,485.2716,697.5376,858.0150146,287.0435,295.1819,238.379,422.5859,589.1664,630.7241,504.7049,570.4069,570.4069,833.2645874,29.69415,9.521996,9.168424,0,35.17411,8.640056,42.7716,25.54061,25.54061,0,296.9415,142.8299,220.0422,278.7268,211.0447,198.7213,171.0864,102.1624,268.9302,189.7533264,0,0,9,0,8.793528,8.640056,0,17.02707,8.404068,0,128.6747,110.0211,206.7973,167.077,69.12045,59.88024,34.05415,67.23254,228.5279,107.2518768,0,19.04399,45.84212,8.991189,26.38058,25.92017,34.21728,17.02707,25.2122,24.75043297,376.1259,304.7039,330.0633,314.6916,439.6764,259.2017,410.6074,408.6497,319.3546,198.0034637,29.69415,57.13197,36.67369,53.94713,35.17411,60.48039,85.5432,17.02707,75.6366,49.50086594,19.79609985,57.1319742,45.8421178,44.95594448,26.38058389,8.640055338,17.10864036,76.62182777,67.23254097,24.75043311,89.08244934,171.3959226,128.3579298,107.8942668,228.6317271,293.7618815,265.1839256,144.7301191,151.2732172,189.7533205,148.4707489,276.1378753,238.3790126,395.6123114,351.7411185,198.7212728,316.5098467,229.8654833,319.3545696,239.2541868,10103,10502,10907,11122,11372,11574,11690,11746,11899,12121
Black Creek,024,24,25200,21145,1917,0.09065973,1.018520143,1110.236909,1.033969738,Vietnamese,0.365098132,0.634665406,21135,1165,1365,1470,1470,1615,1570,1245,1370,1305,1345,1420,1410,1380,1040,710,435,485,210,110,15,0,38.6,37.6,33720,30800,27640,29560,13980,6120,9810,29400,28200,21200,24800,13000,5600,9000,0.326417704,0.673582296,653000,700000,1161,1200,943.8162,959.2541,1188.868,1021.136,819.8167,895.5876,1134.776,908.054,1022.817,1002.299622,186.9825,201.7123,225.1644,147.1506,238.0113,314.5479,349.162,285.1378,285.1378,360.1336365,40.06767,44.82496,18.01315,8.91822,44.07616,30.58104,8.729051,30.70714,30.70714,21.69479752,115.751,121.0274,121.5888,120.396,132.2285,166.0114,104.7486,118.4418,144.2434,125.8298264,0,0,5,0,17.63046,0,13.09358,0,4.371011,0,186.9825,162.1183,222.9555,114.598,192.2237,100.3841,52.64082,83.04922,170.3348,121.4908676,48.9716,49.30745,72.0526,53.50932,66.11424,26.21232,78.56145,57.02755,43.71011,30.3727169,178.0785,121.0274,247.6808,209.5782,242.4189,283.9668,379.7137,285.1378,174.8405,234.3038177,40.06767,17.92998,36.0263,80.26398,35.26093,39.31848,69.83241,39.48061,34.96809,56.40647507,8.903926633,40.3424617,58.54273848,57.96842881,44.076164,43.68719929,78.56144924,65.80101566,74.30719389,73.76230984,186.9824593,188.2648213,171.1249279,245.251045,361.4245448,310.1791149,296.7876971,359.7122189,319.0838326,234.3038077,485.2640015,560.3119681,531.3879339,539.5522989,599.4358304,532.9838313,693.9594683,618.5295472,590.0865397,420.8790621,22462,22309,22206,22426,22688,22890,22912,22796,22878,23047
Glenfield-Jane Heights,025,25,27000,30020,1993,0.066389074,1.014751904,993.0270203,0.910922329,Vietnamese,0.376186511,0.623813489,30035,1455,1635,1865,2080,2275,2015,1785,1895,1765,1790,2255,2210,1865,1440,1205,865,810,605,165,55,0,40.8,40,35840,32480,28960,32000,13900,6190,9830,30400,29000,20800,26800,13000,5480,9500,0.518,0.482,749000,800000,1152,1200,935.0223,992.6271,1013.122,917.139,965.6821,1094.617,887.1595,984.6212,887.1871,1013.922058,142.1487,162.7781,209.057,162.41,213.897,274.434,373.5409,328.2071,328.2071,368.9808044,31.58859,89.36835,32.16261,41.39864,25.16435,24.94854,46.69261,18.75469,18.75469,15.50339508,113.7189,114.9022,96.48784,133.7494,119.5307,112.2684,158.7549,128.157,105.8399,133.3291931,0,0,3,6,0,6.237136,3.11284,15.62891,9.338812,0,154.7841,228.3546,168.7791,166.7139,155.9284,155.642,90.64766,96.50106,159.5863,96.12104797,25.27087,54.25936,70.75775,66.87472,78.63861,96.67561,105.8366,59.38985,31.12937,43.40950775,249.5499,150.0112,283.031,194.2551,257.9346,230.774,432.6848,300.075,245.9221,167.436676,22.11201,22.34209,28.94635,22.29157,34.60099,37.42282,59.14397,21.88047,34.24231,83.71833801,47.3828857,25.53381584,35.37887659,38.21412659,34.60098833,37.42281402,40.46692666,53.13828454,43.58112456,37.20814892,161.1018114,150.0111681,199.4082135,197.439654,195.0237524,237.0111554,261.478603,284.4461114,261.4867474,223.2488935,439.0814075,398.9658725,408.4652115,353.4806709,352.3009721,349.2795975,410.8949476,406.3515877,298.841997,368.9808101,31657,31331,31092,31402,31791,32066,32125,31992,32124,32251
York University Heights,027,27,28800,28255,3146,0.111343125,1.028833146,1295.022258,1.093443011,"Tagalog (Pilipino, Filipino)",0.33374624,0.66625376,28240,1260,1325,1275,1545,3155,2925,2330,1945,1780,1655,1670,1960,1705,1060,860,620,590,390,145,45,0,38.9,35.6,39200,34680,33360,35320,11660,6530,9940,32400,30600,24000,28200,10100,5720,10000,0.465217391,0.534782609,731000,700000,1356,1300,940.2866,1025.748,1264.67,1184.292,1213.26,1279.838,1172.139,1121.616,1112.91,1368.030273,374.7268,348.894,381.8532,322.0445,311.0048,494.3288,631.6714,576.0564,576.0564,879.6869507,52.04538,94.20138,87.58101,114.2738,123.0349,60.94464,131.739,60.99421,60.99421,53.51707458,374.7268,488.4516,346.8208,363.5986,416.9515,375.8253,354.6818,386.2966,428.3016,729.170166,3.469692238,0,7,3,3.417635,0,3.377922,20.3314,10.11736,0,204.7118,241.7236,259.7133,311.0048,277.6367,158.7623,135.5427,171.9951,296.5599,354.5506287,6.939384,3.48894,17.5162,34.62844,27.34108,20.31488,40.53506,47.43994,43.8419,20.06890297,489.2266,425.6507,476.4407,567.9064,577.5803,538.3444,885.0156,677.7134,475.516,595.3774414,104.0908,160.4912,133.1231,131.5881,126.4525,104.9602,141.8727,108.4341,202.3472,133.7926941,62.45446192,80.24562415,73.56804931,90.03393123,75.18796696,77.87371178,104.7155804,94.87987989,84.31134384,60.20671128,336.5601559,415.1838815,430.8985745,432.8554386,454.5454366,565.4308638,439.1298533,386.2966538,418.1842655,451.5503346,457.9993874,617.5424119,606.0605967,554.0549614,758.7149394,677.1627111,672.2064677,576.0564136,542.9650544,434.8262481,28821,28662,28545,28878,29260,29535,29604,29511,29652,29897
